,Year-Quarter,Year,Quarter,Ticker,Security,Sector,Sub_Sector,Price,Stock_Price_Prev_Quarter,Stock_Price_Change_Ratio,EPS,PE_Ratio,Total_Debt,Total_Equity,Debt_to_Equity_Ratio,Net_Income,Return_on_Equity,Dividends,Dividend_Yield_Percent,Total_Return,Total_Return_Annualized,Date_Added,Founded,Dividend_Payer,Industry_PE,PE_vs_Industry,Year-Quarter_After_3Y,Year-Quarter_After_5Y,PE_ratio_After_3Y,PE_ratio_After_5Y,Price_After_3Y,Price_After_5Y,Price_Change_After_3Y,Price_Change_After_5Y,Dividends_After_3Y,Dividends_After_5Y,Dividend_Yield_After_3Y,Dividend_Yield_After_5Y,Total_Return_After_3Y,Total_Return_After_5Y,CAGR_3Y,CAGR_5Y,PE_Category,D/E_Category,ROE_Segment,Value_Investing,Investment_Type
7925,2017-07-01,2017,3,LYB,LyondellBasell,Materials,Specialty Chemicals,57.24,48.29,0.18533857941602827,9.33,6.14,17920000000.0,7330000000.0,2.45,3750000000.0,0.5603,0.9,0.018637399047421826,0.20397597846345009,1.1012188497048503,2012-09-05,2007,1,56.81,0.10807956345713782,2020-Q3,2022-Q3,15.66,5.23,55.12,67.55,-0.03703703703703709,0.1801187980433263,12.2,26.400000000000002,0.21313766596785463,0.46121593291404617,0.17610062893081735,0.6413347309573725,5.555652343835149,10.41788695314041,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7926,2017-10-01,2017,4,LYB,LyondellBasell,Materials,Specialty Chemicals,64.31,57.24,0.12351502445842066,12.25,5.25,17260000000.0,8950000000.0,1.93,4880000000.0,0.6586,0.9,0.015723270440251572,0.13923829489867223,0.6844506836204289,2012-09-05,2007,1,16.2,0.32407407407407407,2020-Q4,2022-Q4,17.1,6.4,72.53,75.53,0.12781837972321575,0.17446742341781984,12.350000000000001,26.689999999999998,0.19203856320945423,0.41502099206966253,0.31985694293266986,0.5894884154874824,9.69216807548312,9.711328354490533,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7927,2018-01-01,2018,1,LYB,LyondellBasell,Materials,Specialty Chemicals,62.18,64.31,-0.033120821023169045,13.38,4.65,17170000000.000002,9730000000.0,1.77,5310000000.0,0.6465000000000001,1.0,0.015549681231534752,-0.017571139791634292,-0.06845369412458491,2012-09-05,2007,1,37.01375,0.12562898922697646,2021-Q1,2023-Q1,11.88,9.36,83.13,86.45,0.3369250562881956,0.39031843036346103,12.4,26.88,0.19942103570279834,0.43229334191058216,0.5363460919909939,0.8226117722740431,15.388630790224077,12.755785354096382,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7928,2018-04-01,2018,2,LYB,LyondellBasell,Materials,Specialty Chemicals,65.18,62.18,0.04824702476680609,14.79,4.41,16420000000.000002,10600000000.0,1.55,5840000000.0,0.6377,1.0,0.01608234158893535,0.06432936635574144,0.2832290434065914,2012-09-05,2007,1,20.92529411764706,0.2107497259157226,2021-Q2,2023-Q2,6.81,13.32,82.99,85.76,0.27324332617367264,0.3157410248542498,12.530000000000001,27.13,0.19223688247928813,0.41623197299785203,0.4654802086529608,0.7319729978521017,13.586482985042615,11.611314583054266,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7929,2018-07-01,2018,3,LYB,LyondellBasell,Materials,Specialty Chemicals,61.37,65.18,-0.05845351334765281,14.97,4.1,17630000000.0,11070000000.0,1.59,5890000000.0,0.5841,1.0,0.015342129487572874,-0.043111383860079934,-0.16161103836057145,2012-09-05,2007,1,16.421764705882353,0.24966866067270838,2021-Q3,2023-Q3,4.47,12.84,76.54,89.59,0.247189180381294,0.45983379501385047,12.66,27.38,0.20628971810330782,0.44614632556623757,0.45347889848460166,0.9059801205800881,13.275566734730205,13.768929940021678,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7930,2018-10-01,2018,4,LYB,LyondellBasell,Materials,Specialty Chemicals,50.38,61.37,-0.17907772527293453,11.97,4.21,18000000000.0,10280000000.0,1.75,4690000000.0,0.4499,1.0,0.016294606485253382,-0.16278311878768115,-0.5086941825164215,2012-09-05,2007,1,18.852941176470587,0.22330733229329175,2021-Q4,2023-Q4,4.55,14.09,76.17,91.14,0.5119094878920205,0.8090512107979355,12.790000000000001,27.63,0.2538705835649067,0.5484319174275506,0.7657800714569274,1.357483128225486,20.8682415125504,18.710659755805104,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7931,2019-01-01,2019,1,LYB,LyondellBasell,Materials,Specialty Chemicals,60.55,50.38,0.20186581976974982,11.05,5.48,19730000000.0,10160000000.0,1.94,4270000000.0,0.4058,1.0,0.01984914648670107,0.2217149662564509,1.2278173220924145,2012-09-05,2007,1,24.02352941176471,0.22810969637610184,2022-Q1,2024-Q1,4.89,15.34,85.9,99.28,0.4186622625928986,0.6396366639141207,12.92,27.88,0.2133773740710157,0.4604459124690339,0.6320396366639143,1.1000825763831545,17.736259482476548,15.997138093794018,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7932,2019-04-01,2019,2,LYB,LyondellBasell,Materials,Specialty Chemicals,62.85,60.55,0.03798513625103217,9.53,6.6,20430000000.0,10740000000.0,1.9,3620000000.0,0.3427,1.05,0.017341040462427747,0.05532617671345992,0.2403574020381951,2012-09-05,2007,1,24.64764705882353,0.2677740388057564,2022-Q2,2024-Q2,4.72,13.06,77.42,92.85,0.23182179793158308,0.47732696897374693,18.259999999999998,28.169999999999998,0.29053301511535395,0.4482100238663484,0.5223548130469373,0.9255369928400954,15.037286284888985,14.001449499285524,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7933,2019-07-01,2019,3,LYB,LyondellBasell,Materials,Specialty Chemicals,66.21,62.85,0.05346062052505962,9.53,6.95,22210000000.0,7910000000.0,2.81,3470000000.0,0.3550999999999999,1.05,0.016706443914081145,0.07016706443914077,0.31161484623540403,2012-09-05,2007,1,21.60058823529412,0.3217504969908227,2022-Q3,2024-Q3,5.23,14.36,67.55,94.36,0.02023863464733422,0.4251623621809395,18.4,28.459999999999997,0.2779036399335448,0.429844434375472,0.29814227458087905,0.8550067965564114,9.087276130429078,13.153788993187042,0_Undervalued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7955,2014-04-01,2014,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,69.02,70.06,-0.014844419069369175,2.78,24.85,8060000000.000001,6310000000.0,1.28,3300000000.0,0.4709,0.11,0.0015700827861832715,-0.013274336283185903,-0.052049422238118925,2008-07-18,1966,1,14.723333333333334,1.687797147385103,2017-Q2,2019-Q2,28.87,39.55,116.64,256.66,0.6899449434946394,2.7186322804984067,2.06,4.16,0.029846421327151554,0.06027238481599537,0.7197913648217908,2.7789046653144025,19.80968362033191,30.45874223232157,2_Fairly Valued,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7956,2014-07-01,2014,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,69.54,69.02,0.007534048101999646,2.92,23.81,8109999999.999999,6550000000.0,1.24,3440000000.0,0.5107,0.11,0.0015937409446537237,0.00912778904665337,0.03701410430848462,2008-07-18,1966,1,15.262291666666668,1.5600540547919024,2017-Q3,2019-Q3,31.59,39.14,135.86,263.81,0.9536957146965774,2.7936439459303997,2.17,4.38,0.031205061834915154,0.0629853321829163,0.9849007765314925,2.856629278113316,25.674239898287922,30.991036550439933,2_Fairly Valued,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7957,2014-10-01,2014,4,MA,Mastercard,Financials,Transaction & Payment Processing Services,81.18,69.54,0.16738567730802423,3.09,26.27,8510000000.0,6820000000.0,1.25,3620000000.0,0.5509000000000001,0.11,0.0015818234109864825,0.1689675007190107,0.8672813037003737,2008-07-18,1966,1,14.865416666666667,1.7671889452588503,2017-Q4,2019-Q4,39.96,36.58,145.85,290.42,0.7966247844296623,2.577482138457748,2.2800000000000002,4.6000000000000005,0.028085735402808575,0.05666420300566642,0.8247105198324709,2.6341463414634148,22.19815776477212,29.443570072535596,3_Expensive,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7958,2015-01-01,2015,1,MA,Mastercard,Financials,Transaction & Payment Processing Services,81.55,81.18,0.004557772850455555,3.25,25.09,8300000000.000001,6330000000.0,1.31,3770000000.0,0.5791,0.16,0.001970928800197093,0.006528701650652648,0.026371665206956996,2008-07-18,1966,1,13.619583333333333,1.8422002631015388,2018-Q1,2020-Q1,64.25,30.08,169.05,235.26,1.0729613733905583,1.8848559166155732,2.37,4.84,0.029061925199264257,0.05935009196811772,1.1020232985898226,1.944206008583691,28.09903018674982,24.106245937620606,3_Expensive,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7959,2015-04-01,2015,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,88.4,81.55,0.08399754751686084,3.26,27.12,8840000000.0,6440000000.0,1.37,3760000000.0,0.5749,0.16,0.0019619865113427344,0.08595953402820357,0.39076761724273634,2008-07-18,1966,1,13.678125,1.9827278958190542,2018-Q2,2020-Q2,59.21,39.89,189.95,288.41,1.1487556561085972,2.262556561085973,2.46,5.08,0.027828054298642532,0.05746606334841629,1.1765837104072396,2.320022624434389,29.5960579951128,27.12419290095529,3_Expensive,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7960,2015-07-01,2015,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,85.37,88.4,-0.0342760180995475,3.25,26.27,8340000000.0,6300000000.0,1.32,3720000000.0,0.5745,0.16,0.0018099547511312216,-0.03246606334841628,-0.12367575356812144,2008-07-18,1966,1,12.928333333333335,2.0319711228567745,2018-Q3,2020-Q3,48.2,49.52,215.43,330.27,1.523486002108469,2.868689235094295,2.5500000000000003,5.32,0.029869977743938153,0.06231697317558861,1.553355979852407,2.9310062082698836,36.67962826106403,31.49242838488162,3_Expensive,Moderate Leverage,High ROE (Strong profitability),0,Not_Value_Investing
7961,2015-10-01,2015,4,MA,Mastercard,Financials,Transaction & Payment Processing Services,92.38,85.37,0.08211315450392398,3.35,27.58,10190000000.0,6060000000.0,1.68,3810000000.0,0.6061,0.16,0.0018741946819725898,0.08398734918589656,0.38069214782483507,2008-07-18,1966,1,14.457500000000001,1.907660383883797,2018-Q4,2020-Q4,43.11,54.7,182.78,349.01,0.9785667893483438,2.7779822472396623,2.64,5.56,0.028577614202208272,0.06018618748646893,1.007144403550552,2.838168434726131,26.14194977930293,30.86539063806,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7962,2016-01-01,2016,1,MA,Mastercard,Financials,Transaction & Payment Processing Services,89.85,92.38,-0.02738688027711622,3.32,27.06,10390000000.0,5510000000.0,1.89,3750000000.0,0.6165999999999999,0.19,0.002056722234249838,-0.025330158042866383,-0.09753552809092758,2008-07-18,1966,1,12.944791666666667,2.0904160296129395,2019-Q1,2021-Q1,48.54,53.38,228.13,348.58,1.5390094602114637,2.8795770728992767,2.7800000000000002,5.8100000000000005,0.030940456316082363,0.06466332776850307,1.5699499165275461,2.9442404006677796,36.975077010818595,31.580846326602007,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7963,2016-04-01,2016,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,83.9,89.85,-0.06622148024485242,3.4,24.68,10410000000.0,5870000000.0,1.77,3810000000.0,0.6418,0.19,0.00211463550361714,-0.06410684474123528,-0.2328062005821151,2008-07-18,1966,1,39.90125,0.6185269885028665,2019-Q2,2021-Q2,39.55,49.7,256.66,357.84,2.0591179976162097,3.2650774731823597,2.9200000000000004,6.0600000000000005,0.034803337306317045,0.07222884386174017,2.093921334922527,3.3373063170440993,45.71460692146596,34.104706178517816,2_Fairly Valued,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7964,2016-07-01,2016,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,97.17,83.9,0.1581644815256258,3.62,26.84,11070000000.0,6250000000.0,1.77,4020000000.0,0.6781,0.19,0.002264600715137068,0.16042908224076285,0.8133198578228662,2008-07-18,1966,1,17.027708333333333,1.576254389291963,2019-Q3,2021-Q3,39.14,41.97,263.81,341.18,1.7149325923638985,2.511165997735927,3.0600000000000005,6.3100000000000005,0.03149120098795925,0.06493773798497479,1.7464237933518576,2.5761037357209013,40.04120884440405,29.027422480728738,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7965,2016-10-01,2016,4,MA,Mastercard,Financials,Transaction & Payment Processing Services,98.77,97.17,0.016465987444684416,3.69,26.77,12990000000.0,5680000000.0,2.29,4060000000.0,0.6964,0.19,0.0019553360090562933,0.018421323453740708,0.07574648466447909,2008-07-18,1966,1,18.170416666666664,1.4732738654864823,2019-Q4,2021-Q4,36.58,40.3,290.42,353.04,1.940366508049003,2.57436468563329,3.1999999999999997,6.5600000000000005,0.03239850156930242,0.06641692821706997,1.9727650096183051,2.64078161385036,43.787189021004956,29.49080354528504,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7966,2017-01-01,2017,1,MA,Mastercard,Financials,Transaction & Payment Processing Services,107.81,98.77,0.0915257669332794,3.83,28.15,12930000000.0,5640000000.0,2.29,4180000000.0,0.7134999999999999,0.22,0.0022273969828895414,0.09375316391616895,0.431124080321577,2008-07-18,1966,1,19.44625,1.4475798675837244,2020-Q1,2022-Q1,30.08,36.59,235.26,351.6,1.182172340228179,2.261293015490214,3.3800000000000003,6.83,0.03135145162786384,0.06335219367405621,1.2135237918560429,2.3246452091642706,30.325099379680797,27.1595731025023,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7967,2017-04-01,2017,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,116.64,107.81,0.08190334848344305,4.04,28.87,13960000000.0,5880000000.0,2.38,4380000000.0,0.7463,0.22,0.0020406270290325573,0.08394397551247561,0.38047117810175024,2008-07-18,1966,1,24.3875,1.183803177857509,2020-Q2,2022-Q2,39.89,31.49,288.41,310.81,1.4726508916323735,1.6646947873799727,3.56,7.1,0.030521262002743483,0.06087105624142661,1.5031721536351168,1.7255658436213994,35.77826023247796,22.205664146419245,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7968,2017-07-01,2017,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,135.86,116.64,0.16478052126200282,4.3,31.59,14450000000.0,6470000000.0,2.23,4620000000.0,0.7809999999999999,0.22,0.0018861454046639231,0.16666666666666674,0.8526234567901239,2008-07-18,1966,1,17.016875000000002,1.856392551511367,2020-Q3,2022-Q3,49.52,28.03,330.27,280.56,1.430958339467098,1.065066980715442,3.74,7.37,0.027528337994994847,0.054247018990136904,1.4584866774620928,1.1193139997055792,34.965453939900534,16.208811992195216,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7969,2017-10-01,2017,4,MA,Mastercard,Financials,Transaction & Payment Processing Services,145.85,135.86,0.07353157662299403,3.65,39.96,15830000000.0,5500000000.0,2.88,3920000000.0,0.6668999999999999,0.22,0.0016193139997055792,0.07515089062269961,0.3362191023034409,2008-07-18,1966,1,15.401874999999999,2.594489307308364,2020-Q4,2022-Q4,54.7,33.63,349.01,343.67,1.3929379499485774,1.3563249914295512,3.92,7.640000000000001,0.026876928351045597,0.05238258484744601,1.419814878299623,1.408707576276997,34.254045392460775,19.222113294168675,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7970,2018-01-01,2018,1,MA,Mastercard,Financials,Transaction & Payment Processing Services,169.05,145.85,0.1590675351388413,2.63,64.25,17210000000.0,5730000000.0,3.0,4330000000.0,0.7340000000000001,0.25,0.0017140898183064792,0.1607816249571478,0.8155244357581286,2008-07-18,1966,1,15.362291666666666,4.182318718724149,2021-Q1,2023-Q1,53.38,35.94,348.58,359.72,1.0619934930493935,1.127891156462585,4.11,7.96,0.024312333629103816,0.047086660751257024,1.0863058266784975,1.174977817213842,27.778952524342905,16.812943172701612,4_Highly Overpriced,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7971,2018-04-01,2018,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,189.95,169.05,0.12363206152026018,3.21,59.21,17190000000.0,5280000000.0,3.26,4720000000.0,0.8214,0.25,0.0014788524105294291,0.1251109139307896,0.6024384235451434,2008-07-18,1966,1,13.99,4.2323087919942814,2021-Q2,2023-Q2,49.7,36.54,357.84,389.92,0.8838641747828375,1.0527507238747043,4.3,8.28,0.022637536193735194,0.043590418531192415,0.9065017109765727,1.0963411424058962,23.99734886320628,15.955777316248776,4_Highly Overpriced,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7972,2018-07-01,2018,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,215.43,189.95,0.13414056330613322,4.47,48.2,17540000000.0,5800000000.0,3.03,5190000000.0,0.9303,0.25,0.0013161358252171626,0.1354566991313504,0.6621962870224141,2008-07-18,1966,1,13.280833333333334,3.629290330677041,2021-Q3,2023-Q3,41.97,34.24,341.18,393.07,0.5837162883535254,0.8245833913568212,4.49,8.6,0.02084203685651952,0.03992015968063872,0.604558325210045,0.8645035510374599,17.071676080385135,13.269411202875435,4_Highly Overpriced,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7973,2018-10-01,2018,4,MA,Mastercard,Financials,Transaction & Payment Processing Services,182.78,215.43,-0.15155735041544816,4.24,43.11,19440000000.0,5420000000.0,3.59,5860000000.0,1.0545,0.25,0.0011604697581581024,-0.15039688065729007,-0.4789680047228567,2008-07-18,1966,1,15.452708333333334,2.789802219136343,2021-Q4,2023-Q4,40.3,35.85,353.04,424.07,0.9315023525549841,1.3201116095852936,4.68,8.92,0.025604551920341393,0.04880183827552249,0.9571069044753258,1.3689134478608165,25.0848896324257,18.82555150716543,4_Highly Overpriced,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7974,2019-01-01,2019,1,MA,Mastercard,Financials,Transaction & Payment Processing Services,228.13,182.78,0.24811248495459015,4.7,48.54,18330000000.0,5190000000.0,3.53,6230000000.0,1.1491,0.33,0.0018054491738702266,0.2499179341284604,1.440765173514651,2008-07-18,1966,1,13.988333333333332,3.4700345526033605,2022-Q1,2024-Q1,36.59,38.12,351.6,479.56,0.5412264936658924,1.1021347477315566,4.84,9.25,0.021215973348529347,0.04054705650287117,0.5624424670144217,1.142681804234428,16.038296585700174,16.46395555896307,4_Highly Overpriced,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7975,2019-04-01,2019,2,MA,Mastercard,Financials,Transaction & Payment Processing Services,256.66,228.13,0.1250602726515584,6.49,39.55,19700000000.0,5040000000.0,3.91,6710000000.0,1.2516,0.33,0.0014465436373997283,0.12650681628895813,0.6104056872452517,2008-07-18,1966,1,14.7425,2.68272002713244,2022-Q2,2024-Q2,31.49,33.63,310.81,439.93,0.21097950596119364,0.7140575079872202,5.0,9.58,0.019481025481181326,0.03732564482194342,0.2304605314423751,0.7513831528091637,7.157497452090733,11.860365374780502,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7976,2019-07-01,2019,3,MA,Mastercard,Financials,Transaction & Payment Processing Services,263.81,256.66,0.027857866438089296,6.74,39.14,21010000000.0,4980000000.0,4.22,6920000000.0,1.3419,0.33,0.0012857476817579676,0.029143614119847262,0.12177029188207666,2008-07-18,1966,1,16.122916666666665,2.4276004651763796,2022-Q3,2024-Q3,28.03,37.3,280.56,493.15,0.06349266517569463,0.8693377809787346,5.16,9.91,0.019559531480990107,0.03756491414275426,0.08305219665668484,0.9069026951214889,2.6951174286428126,13.779941597598654,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
7998,2014-04-01,2014,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",57.78,50.32,0.14825119236883944,2.22,26.03,8550000000.000001,-1720000000.0,-4.97,680000000.0,-0.4377,0.2,0.0039745627980922104,0.15222575516693165,0.7625859921832383,1998-05-29,1927,1,50.4490625,0.5159659805372995,2017-Q2,2019-Q2,32.48,33.11,94.2,135.1,0.6303219106957425,1.338179300796123,3.13,6.24,0.05417099342332987,0.10799584631360333,0.6844929041190724,1.4461751471097264,18.984318817805136,19.590728072390707,3_Expensive,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
7999,2014-07-01,2014,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",63.19,57.78,0.09363101419176179,2.35,26.89,8690000000.0,-1840000000.0,-4.72,710000000.0,-0.4284,0.2,0.003461405330564209,0.097092419522326,0.44868130966894815,1998-05-29,1927,1,20.2065625,1.3307557878783192,2017-Q3,2019-Q3,28.23,31.14,103.88,120.21,0.6439310017407818,0.9023579680329166,3.2600000000000002,6.52,0.05159044152555785,0.10318088305111568,0.6955214432663397,1.0055388510840322,19.243421489934054,14.933389826342914,3_Expensive,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8000,2014-10-01,2014,4,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",70.72,63.19,0.11916442475075173,2.54,27.84,9030000000.0,-2200000000.0,-4.11,750000000.0,-0.4077,0.2,0.0031650577623041623,0.12232948251305589,0.5866512794182805,1998-05-29,1927,1,22.915625,1.214891585981181,2017-Q4,2019-Q4,35.61,38.76,128.21,146.9,0.8129242081447965,1.0772058823529411,3.39,6.800000000000001,0.04793552036199095,0.09615384615384616,0.8608597285067874,1.1733597285067878,22.999839788867217,16.79555725041837,3_Expensive,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8001,2015-01-01,2015,1,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",72.98,70.72,0.03195701357466074,2.7,27.03,9340000000.0,-2540000000.0,-3.68,790000000.0,-0.3797999999999999,0.2,0.0028280542986425343,0.03478506787330328,0.14657010113747226,1998-05-29,1927,1,23.3675,1.1567347812132236,2018-Q1,2020-Q1,34.33,26.12,128.75,72.86,0.7641819676623731,-0.0016442861057824887,3.5200000000000005,7.08,0.04823239243628392,0.09701288024116196,0.8124143600986573,0.09536859413537946,21.92305369447316,1.8385147960183312,3_Expensive,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8002,2015-04-01,2015,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",67.8,72.98,-0.07097835023294063,2.93,23.14,9350000000.0,-3030000000.0,-3.08,840000000.0,-0.3479,0.25,0.0034255960537133458,-0.06755275417922729,-0.24404301883556956,1998-05-29,1927,1,25.2871875,0.9150879274336065,2018-Q2,2020-Q2,27.45,60.51,120.22,83.5,0.7731563421828909,0.23156342182890866,3.68,6.83,0.05427728613569322,0.10073746312684366,0.8274336283185841,0.3323008849557523,22.258915063513186,5.905975112619788,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8003,2015-07-01,2015,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",62.4,67.8,-0.07964601769911506,3.06,20.39,9740000000.0,-3590000000.0,-2.71,850000000.0,-0.3007,0.25,0.003687315634218289,-0.07595870206489677,-0.270936215136083,1998-05-29,1927,1,44.240625,0.4608886063431518,2018-Q3,2020-Q3,26.65,170.13,125.79,90.17,1.0158653846153847,0.44503205128205137,3.84,6.58,0.061538461538461535,0.10544871794871795,1.077403846153846,0.5504807692307692,27.596955009871294,9.167477874931752,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8004,2015-10-01,2015,4,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61.52,62.4,-0.014102564102564052,3.15,19.53,9670000000.0,-3590000000.0,-2.69,860000000.0,-0.2695,0.25,0.004006410256410257,-0.010096153846153796,-0.039777127557144465,1998-05-29,1927,1,38.25375,0.5105381825311245,2018-Q4,2020-Q4,20.35,0.0,103.8,128.49,0.6872561768530558,1.088589076723017,3.9999999999999996,6.33,0.06501950585175552,0.10289336801040312,0.7522756827048114,1.1914824447334205,20.55932600264676,16.98969243067152,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8005,2016-01-01,2016,1,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",65.57,61.52,0.0658322496749022,3.27,20.05,9790000000.0,-3670000000.0,-2.67,870000000.0,-0.251,0.25,0.00406371911573472,0.06989596879063692,0.31028631351996405,1998-05-29,1927,1,28.94375,0.6927229540056143,2019-Q1,2021-Q1,23.53,0.0,119.99,128.49,0.8299527222815313,0.9595851761476288,4.16,6.08,0.06344364800976057,0.09272533170657314,0.8933963702912917,1.052310507854202,23.71257505122093,15.464535756329067,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8006,2016-04-01,2016,2,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",61.5,65.57,-0.06207106908647242,3.36,18.3,10110000000.0,-3460000000.0,-2.92,880000000.0,-0.2455,0.3,0.0045752630776269634,-0.057495806008845456,-0.21089796079913514,1998-05-29,1927,1,28.190625,0.6491519787163286,2019-Q2,2021-Q2,33.11,359.37,135.1,132.97,1.1967479674796748,1.1621138211382114,4.34,5.78,0.07056910569105691,0.09398373983739838,1.2673170731707315,1.2560975609756095,31.372385522165747,17.671577385755732,2_Fairly Valued,Negative Equity,Negative ROE (Unprofitable),0,Not_Value_Investing
8007,2016-07-01,2016,3,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",62.57,61.5,0.01739837398373978,2.84,22.03,19160000000.0,5840000000.0,3.28,740000000.0,-0.6052000000000001,0.3,0.004878048780487805,0.022276422764227585,0.09212758909710983,1998-05-29,1927,1,33.1075,0.665408140149513,2019-Q3,2021-Q3,31.14,81.95,120.21,144.24,0.9212082467636247,1.3052581109157746,4.52,5.4799999999999995,0.07223909221671727,0.08758190826274571,0.9934473389803418,1.3928400191785202,25.854357184809306,19.064620673489642,2_Fairly Valued,Highly Leveraged,Negative ROE (Unprofitable),0,Not_Value_Investing
8008,2016-10-01,2016,4,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",77.13,62.57,0.23269937669809804,2.69,28.67,18780000000.0,5360000000.0,3.51,810000000.0,0.7943000000000001,0.3,0.00479463001438389,0.23749400671248191,1.3451596709871882,1998-05-29,1927,1,31.6096875,0.9070004251070183,2019-Q4,2021-Q4,38.76,56.08,146.9,160.94,0.9045766887073774,1.0866070270971089,4.7,5.18,0.060936081939582526,0.0671593413717101,0.9655127706469597,1.153766368468819,25.263715681522015,16.58420571498407,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
8009,2017-01-01,2017,1,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",88.16,77.13,0.1430053157007649,2.78,31.71,18760000000.0,5170000000.0,3.63,960000000.0,0.2976,0.3,0.0038895371450797358,0.14689485284584464,0.7301924584430903,1998-05-29,1927,1,31.940625,0.9927795714705019,2020-Q1,2022-Q1,26.12,37.95,72.86,171.18,-0.17354809437386565,0.9416969147005445,4.880000000000001,4.88,0.05535390199637025,0.05535390199637024,-0.11819419237749551,0.9970508166969148,-4.1060992916783,14.83593827989127,3_Expensive,Highly Leveraged,High ROE (Strong profitability),0,Not_Value_Investing
